% # columns="iteration, evaluation, sigma, max axis length,  min axis length, all principal axes lengths  (sorted square roots of eigenvalues of C)", seed=285079, Sat Sep  6 14:53:54 2025
1 8 13.745932791631896 1.0000375007031337 1.0 1.0 1.0000125000781253 1.0000250003125026 1.0000375007031337
2 16 12.294980479915179 1.0139773758378268 0.9015134458649373 0.9015134458649373 0.9485601800708369 0.9969271707970201 1.0139773758378268
3 24 10.07138954683646 1.0044074378234993 0.7732159576466915 0.7732159576466915 0.941740576990014 0.990039993074711 1.0044074378234993
4 32 9.817987610603753 0.9918570233738184 0.6527830580093203 0.6527830580093203 0.8833067717761665 0.9550211802644959 0.9918570233738184
5 40 10.689415121458676 0.9779900266581606 0.6296205429026998 0.6296205429026998 0.8346452897838723 0.9518471165334975 0.9779900266581606
6 48 8.961432797461345 1.0577104851556836 0.550474493247347 0.550474493247347 0.8427276706432723 0.9497673992450661 1.0577104851556836
7 56 10.22840845955095 0.9581892972084126 0.5400667554971696 0.5400667554971696 0.7396699873006967 0.9557816983043429 0.9581892972084126
8 64 9.884844771635812 1.0457253492878094 0.5436201522806912 0.5436201522806912 0.769178111570581 0.9507033287872395 1.0457253492878094
9 72 8.55384586395276 0.9916980576591232 0.5502575382391418 0.5502575382391418 0.7226906673912634 0.8922218442832964 0.9916980576591232
10 80 7.747905901525921 0.9587665019618858 0.4846308268624817 0.4846308268624817 0.7478676857029648 0.875245338433497 0.9587665019618858
11 88 6.087085324284798 0.9964274758903888 0.4360090505365633 0.4360090505365633 0.6996572843246491 0.8853032469518917 0.9964274758903888
12 96 5.251466732409766 0.9693342262830613 0.42035279501292727 0.42035279501292727 0.671255313297325 0.7890124595946881 0.9693342262830613
13 104 5.691938180458072 0.9569764345701589 0.39830530527783786 0.39830530527783786 0.6394813146426184 0.7601492209107004 0.9569764345701589
14 112 6.194894721225609 0.9170899322413718 0.36335822286907166 0.36335822286907166 0.5917350587492011 0.8948195363525653 0.9170899322413718
